id,ChapterName,difficulty_1_to_5,difficulty_reason,covered_model_count,difficulty_model_count,raw_solved_count,solved_with_reasoning_count,small_model_solved_count,failed_count,difficulty_failed_models,gpt5_manual_label,qwen3_4b_manual_label,qwen2_5_7b_manual_label,gemma3_4b_manual_label,mistral3_3b_manual_label,gpt5_judge_label,qwen3_4b_judge_label,qwen2_5_7b_judge_label,gemma3_4b_judge_label,mistral3_3b_judge_label,llama3_2_3b_judge_label,failed_models,non_genuine_failure_models_from_notes,dominant_error_types,manual_note,expected_final_answer
515,গতিবিদ্যা,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,0,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",gpt5,"manual_failure_note_uncategorized,dimension_or_structure_error,arithmetic_or_algebra_error","Gemma: linear difference \(\frac{b(t-t_1)}{tt_1}\) দিয়েছে; vector relation না নিয়ে scalar difference নিয়েছে। Qwen3: \(\frac{bt_1}{t-t_1}\), dimensionally/physically ভুল। Qwen2.5: Gemma-এর মতো scalar difference। Mistral: \(b(1/t_1-1/t)\), square-root relation বাদ। GPT-5: \(b\sqrt{t^2-t_1^2}/(tt_1)\), expected-এর সমতুল্য। False negative। Crux: current speed perpendicular component, তাই Pythagoras লাগে; simple speed difference নয়।",$v=b\sqrt{\frac{1}{t_1^2}-\frac{1}{t^2}}\ fts^{-1}$
516,সম্ভাবনা,2,3/4 small models solved with proper reasoning; failed small models: mistral3_3b; GPT-5 excluded from difficulty score,5,4,4,4,3,1,mistral3_3b,1,1,1,1,0,1,1,1,1,0,0,mistral3_3b,,wrong_final_value_or_expression,"Mistral: \(21.05\%\) দিয়েছে, যা \(\frac4{19}\)-এর মতো; denominator ভুল। Crux: interval inclusive, মোট ২১টি সংখ্যা।",$\frac{4}{21}$
517,সম্ভাবনা,1,4/4 small models solved with proper reasoning; GPT-5 excluded from difficulty score,5,4,5,5,4,0,,1,1,1,1,1,1,0,0,0,0,0,,,,,"$(a)\ \frac{57}{616}$, $(b)\ \frac{285}{748}$"
518,সম্ভাবনা,1,4/4 small models solved with proper reasoning; GPT-5 excluded from difficulty score,5,4,5,5,4,0,,1,1,1,1,1,1,1,1,1,1,1,,,,,$0.4$
519,সম্ভাবনা,2,3/4 small models solved with proper reasoning; failed small models: mistral3_3b; GPT-5 excluded from difficulty score,5,4,4,4,3,1,mistral3_3b,1,1,1,1,0,1,1,1,1,0,0,mistral3_3b,,manual_failure_note_uncategorized,Mistral: \(\frac13\) দিয়েছে; সম্ভবত union বা total 30/40 নিয়ে ভুল conditional probability করেছে। Crux: conditional probability-তে denominator হলো football,$\frac{1}{2}$
520,সম্ভাবনা,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen2_5_7b,gemma3_4b,mistral3_3b",1,1,0,0,0,1,1,0,0,0,1,"qwen2_5_7b,gemma3_4b,mistral3_3b",,"wrong_final_value_or_expression,manual_failure_note_uncategorized","Gemma: \(389/500\), inclusion-exclusion/count ভুল। Qwen2.5: \(733/1500\), multiples count ভুল। Mistral: \(40\%\), শুধু এক ধরনের multiple বা ভুল union নিয়েছে। Crux: “3 অথবা 5” হলে multiples of 15 একবার বাদ দিতে হয়। Inclusion-exclusion না করলে count ভুল হয়।",$\frac{7}{15}$
521,সম্ভাবনা,1,4/4 small models solved with proper reasoning; GPT-5 excluded from difficulty score,5,4,5,5,4,0,,1,1,1,1,1,1,1,1,1,1,1,,,,,$\frac{5}{42}$
522,সম্ভাবনা,4,"1/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen3_4b,qwen2_5_7b,mistral3_3b",1,0,0,1,0,1,0,0,1,1,0,"qwen3_4b,qwen2_5_7b,mistral3_3b",,"question_misinterpretation,wrong_final_value_or_expression","qwen3: mistake. Note: “পরিসংখ্যানে পাশ ও গণিতে ফেল” মানে গণিতে ফেল ৪০ জনের মধ্যে যারা উভয়ে ফেল করেছে ১০ জন, তাদের বাদ দিতে হবে। সঠিক সংখ্যা 40-10=30, কিন্তু qwen3 সরাসরি ১০ নিয়েছে। তাই 1/20 ভুল। mistral: mistake. Note: qwen3-এর মতোই উভয়ে ফেল করা ১০ জনকে desired case ধরে নিয়েছে। আসলে উভয়ে ফেল নয়, গণিতে ফেল কিন্তু পরিসংখ্যানে পাশ চাই। Label 1 হলেও এটি false positive। qwen2.5: mistake. Note: model “উভয়ে পাশ” ধরনের সংখ্যা 150/200 = 3/4 বের করেছে। প্রশ্নের condition ছিল পরিসংখ্যানে পাশ ও গণিতে ফেল; তাই target event বদলে গেছে। Crux: সঠিক favorable count 30, 10 বা 150 নয়।",$\frac{3}{20}$
524,সম্ভাবনা,2,3/4 small models solved with proper reasoning; failed small models: qwen2_5_7b; GPT-5 excluded from difficulty score,5,4,4,4,3,1,qwen2_5_7b,1,1,0,1,1,1,1,0,1,1,0,qwen2_5_7b,,wrong_final_value_or_expression,"qwen2.5: mistake. Note: ভিন্ন রঙের ক্ষেত্রে 1/5 এবং একই রঙে 0 দিয়েছে। একই রঙে কালো ৩টি বা নীল ৩টি নেওয়া সম্ভব, তাই 0 ভুল; ভিন্ন রঙের count-ও ভুল। Crux: qwen2.5 ছাড়া সবাই ঠিক।","$(a)$ $\frac{2}{7}$, $(b)$ $\frac{5}{84}$"
525,সম্ভাবনা,3,"2/4 small models solved with proper reasoning; failed small models: qwen3_4b,gemma3_4b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen3_4b,gemma3_4b",1,0,1,0,1,1,0,0,0,0,0,"qwen3_4b,gemma3_4b",,"question_misinterpretation,missing_case_or_domain_error","qwen3: mistake. Note: ভর্তি-যোগ্যতার ক্ষেত্রে Math পাশ এবং Phy/Chem/Eng-এর মধ্যে অন্তত ২টিতে পাশ দরকার। qwen3 overlapping cases সরাসরি যোগ করে 121/90 পেয়েছে, যা ১-এর বেশি হওয়ায় অসম্ভব। inclusion-exclusion/“exactly two or three pass” ধরেনি। gemma: mistake. Note: final 13/75, যা expected 61/90 নয়। শর্তাধীন/যৌথ সম্ভাবনার case breakdown ভুল হয়েছে। mistral: mistake. Note: model কয়েকবার pairwise pass probability যোগ করে 121/90 ধরনের অবৈধ মানে চলে গেছে। “অন্তত দুই” case-এ overlap বাদ দিতে পারেনি, তাই final ভুল। qwen2.5: mistake. Note: final answer ফাঁকা/অসম্পূর্ণ। ভর্তি-যোগ্যতার 61/90 বের করেনি। 526; qwen3: mistake. Note: Bayes theorem দরকার: P(B1|Pencil)=((1/3)*1)/((1/3)*1+(1/3)*0+(1/3)*(1/2))=2/3। qwen3 posterior probability না নিয়ে 1/2 দিয়েছে। gpt5: no mistake. Note: তিন বাক্সের prior এবং pencil পাওয়ার likelihood ঠিক নিয়েছে। Bayes প্রয়োগ করে 2/3 পেয়েছে। gemma: mistake. Note: 1/3 দিয়েছে, য...",$\frac{61}{90}$
526,সম্ভাবনা,1,4/4 small models solved with proper reasoning; GPT-5 excluded from difficulty score,5,4,5,5,4,0,,1,1,1,1,1,1,0,1,0,1,0,,,,,$\frac{2}{3}$
527,সম্ভাবনা,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen2_5_7b,mistral3_3b",1,1,0,1,0,1,1,0,1,0,0,"qwen2_5_7b,mistral3_3b",,"wrong_final_value_or_expression,arithmetic_or_algebra_error","gemma: no mistake. Note: final 0.8; expected-এর সঙ্গে মিলে। mistral: mistake. Note: final 4/7, অর্থাৎ Bayes denominator ভুল নিয়েছে। production ratio ও defect rate একসাথে সঠিকভাবে normalize করলে 0.8 হয়। qwen2.5: mistake. Note: final 1/2; উৎপাদন হার A:B = 2:1 উপেক্ষা করেছে। defective bottle দেখা গেছে, তাই simple equal chance নেওয়া যায় না।",$0.8$
528,সম্ভাবনা,4,"1/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,1,4,"qwen3_4b,qwen2_5_7b,mistral3_3b",0,0,0,1,0,0,0,0,0,0,0,"gpt5,qwen3_4b,qwen2_5_7b,mistral3_3b",,"wrong_final_value_or_expression,question_misinterpretation,no_or_insufficient_reasoning","qwen3: mistake. Note: ৩টি কার্ডে ঠিক ২টি টেক্কা চাইলে favorable C(4,2)*C(48,1)=288 । qwen3 3/10 দিয়েছে, যা card-count/combinatorial setup-এর সঙ্গে মেলে না। gpt5: mistake. Note: gpt5 “টেক্কা”কে ace না ধরে face card J,Q,K হিসেবে ১২টি ধরেছে। তাই C(12,2)*C(40,1) নিয়ে 132/1105 পেয়েছে, যা ভুল। mistral: mistake. Note: final 0.1319, expected-এর দশগুণের কাছাকাছি। denominator/favorable count ভুল হয়েছে। qwen2.5: mistake. Note: symbolic formula দিয়েছে, actual deck values বসিয়ে final probability দেয়নি। expected 72/5525 অনুপস্থিত।",$\frac{72}{5525}$
529,সম্ভাবনা,1,4/4 small models solved with proper reasoning; GPT-5 excluded from difficulty score,5,4,5,5,4,0,,1,1,1,1,1,0,1,1,1,1,1,,,,,$\frac{1}{4}$
530,সম্ভাবনা,2,3/4 small models solved with proper reasoning; failed small models: qwen2_5_7b; GPT-5 excluded from difficulty score,5,4,4,4,3,1,qwen2_5_7b,1,1,0,1,1,1,1,0,1,1,0,qwen2_5_7b,,wrong_final_value_or_expression,"qwen2.5: mistake. Note: প্রথম অংশ 4/9 ঠিক করেছে। কিন্তু দ্বিতীয় অংশে 5/18 দিয়েছে, যা “প্রথম বাক্স ও blue” joint probability; conditional probability পেতে 4/9 দিয়ে ভাগ করতে হয়। Crux: qwen2.5 দ্বিতীয় অংশে joint probability-কে conditional probability ভেবেছে।","$\frac{4}{9}$, $\frac{5}{8}$"
531,সম্ভাবনা,1,4/4 small models solved with proper reasoning; GPT-5 excluded from difficulty score,5,4,5,5,4,0,,1,1,1,1,1,1,1,1,1,1,0,,,,,$\frac{1}{3}$
532,সম্ভাবনা,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen2_5_7b,mistral3_3b",1,1,0,1,0,1,1,0,1,0,0,"qwen2_5_7b,mistral3_3b",,"question_misinterpretation,arithmetic_or_algebra_error","mistral: mistake. Note: final (i) 2/7, (ii) 1/3। denominator হিসেবে conditional group না নিয়ে union/total ধরনের ভুল denominator ব্যবহার করেছে। qwen2.5: mistake. Note: দ্বিতীয় অংশ 1/2 ঠিক, কিন্তু প্রথম অংশে 3/5 দিয়েছে। P(F|C)-এর denominator ২৫ হওয়া উচিত; correct value 10/25=2/5। Crux: conditional denominator বদলালেই উত্তর বদলায়; mistral ও qwen2.5 ভুল।","$(i)$ $\frac{2}{5}$, $(ii)$ $\frac{1}{2}$"
533,সম্ভাবনা,2,3/4 small models solved with proper reasoning; failed small models: qwen2_5_7b; GPT-5 excluded from difficulty score,5,4,4,4,3,1,qwen2_5_7b,1,1,0,1,1,1,1,0,1,1,0,qwen2_5_7b,,wrong_final_value_or_expression,qwen2.5: mistake. Note: final 1/3; প্রথম লাল বল নেওয়ার পর remaining composition update করেনি। correct denominator ৯ এবং লাল ৫। Crux: প্রথম লাল বল বাদ দেওয়ার পর probability 5/9; qwen2.5 ভুল।,$\frac{5}{9}$
534,সম্ভাবনা,1,4/4 small models solved with proper reasoning; GPT-5 excluded from difficulty score,5,4,5,5,4,0,,1,1,1,1,1,1,1,1,1,1,0,,,,,$\frac{31}{63}$
535,সম্ভাবনা,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"missing_case_or_domain_error,arithmetic_or_algebra_error,format_or_final_extraction","qwen3: mistake. Note: exactly ১ জন বালিকা ও ২ জন বালক চাই। তিন case যোগ করতে হয়: G1B2B3 + B1G2B3 + B1B2G3 = 9/32+3/32+1/32=13/32; qwen3 শুধু/ভুল case নিয়ে 9/64 দিয়েছে। gemma: mistake. Note: final 3/110, যা কোনো সঠিক case-sum থেকে আসে না। group-wise probability setup ভুল হয়েছে। mistral: mistake. Note: final answer effectively missing/incorrect। required তিন case যোগ করে 13/32 বের করেনি। qwen2.5: mistake. Note: final 29/64; exactly one girl condition ভুলভাবে count হয়েছে। সঠিক total 13/32 = 26/64, তাই তার answer মেলে না। Crux: শুধু gpt5 ঠিক; বাকিরা exactly-one-girl case breakdown ভুল করেছে।",$\frac{13}{32}$
536,সম্ভাবনা,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen2_5_7b,mistral3_3b",1,1,0,1,0,1,1,0,1,0,0,"qwen2_5_7b,mistral3_3b",,"arithmetic_or_algebra_error,question_misinterpretation","mistral: mistake. Note: final 25/33; complement count ভুল হয়েছে। odd-only case বাদ দিলে exact answer 29/33 হওয়া উচিত। qwen2.5: mistake. Note: final 4/7, যা product even হওয়ার complement পদ্ধতির সঙ্গে মেলে না। even/odd counting ভুল। Crux: correct exact value 29/33; mistral ও qwen2.5 ভুল।",$0.8787$
537,সম্ভাবনা,3,"2/4 small models solved with proper reasoning; failed small models: gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"gemma3_4b,mistral3_3b",1,1,1,0,0,1,1,1,0,0,0,"gemma3_4b,mistral3_3b",,wrong_final_value_or_expression,"gemma: mistake. Note: final 9/175 = 18/350; cube সংখ্যা ১৮ নয়। সম্ভবত square/অন্য perfect power count মিশিয়েছে। mistral: mistake. Note: gemma-এর মতো 9/175 দিয়েছে। ১ থেকে ৩৫০ পর্যন্ত cube মাত্র ৭টি, তাই answer ভুল।",$\frac{1}{50}$
538,সম্ভাবনা,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,2,3,"qwen2_5_7b,gemma3_4b",0,1,0,0,1,0,1,0,0,0,0,"gpt5,qwen2_5_7b,gemma3_4b",mistral3_3b,"formula_or_method_error,no_or_insufficient_reasoning","gpt5: mistake/partial. Note: দুই ordered sequence-এর probability আলাদা করে 4/91 ও 4/91 দিয়েছে। কিন্তু final total হিসেবে যোগ করে 8/91 লিখেনি; label 0 যথাযথ। gemma: mistake. Note: শুধু 4/91 দিয়েছে। প্রশ্নে দুইটি alternative order ছিল, তাই total probability দ্বিগুণ হয়ে 8/91। mistral: mistake. Note: 4/91 এবং 4/91 আলাদা বলেছে, কিন্তু “or” event-এর total যোগ করেনি। final incomplete। qwen2.5: mistake/partial. Note: দুটি ordered probability আলাদা সঠিক হলেও মোট probability দেয়নি। expected final 8/91; তাই answer incomplete।",$\frac{8}{91}$
539,সম্ভাবনা,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen2_5_7b,gemma3_4b",1,1,0,0,1,1,0,0,0,1,1,"qwen2_5_7b,gemma3_4b",,arithmetic_or_algebra_error,"gemma: mistake. Note: final 0.4074, যা 28/69 নয়। formula কাছাকাছি হলেও arithmetic/rounding ভুল হয়েছে; correct decimal প্রায় 0.4058। qwen2.5: mistake. Note: setup ঠিক করলেও শেষে 0.014/0.0345-কে 0.4074 লিখেছে। সঠিক ভাগফল 0.4058; তাই final ভুল।",$\frac{28}{69}$
540,সম্ভাবনা,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,0,0,0,5,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",0,0,0,0,0,1,0,0,0,0,0,"gpt5,qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"no_or_insufficient_reasoning,wrong_final_value_or_expression,question_misinterpretation","qwen3: mistake. Note: qwen3 শুধু প্রথমবার দুই কালো বল পাওয়ার probability C(7,2)/C(15,2)=1/5 বের করেছে। কিন্তু প্রশ্নে দুবার দুইটি করে বল নেওয়ার কথা, তাই final event সম্পূর্ণ ধরেনি। gpt5: mistake/partial. Note: replacement ছাড়া চারটি বলই কালো হওয়ার probability 1/39 ঠিক বের করেছে। কিন্তু expected-এ replacement case 1/25-ও আছে; তাই শুধু 1/39 দিলে answer incomplete। Label 1 হলে এটি false positive/partial positive। gemma: mistake. Note: final 1/5; কেবল একবারে দুই কালো বল পাওয়ার probability। দুইবারের compound event হিসাব করেনি। mistral: mistake. Note: final 1/5; qwen3/gemma-এর মতো প্রথম draw pair-এই থেমে গেছে। expected-এর কোনো পূর্ণ উত্তর দেয়নি। qwen2.5: mistake. Note: final 1, যা probability হিসেবেই অযৌক্তিক। দুইবার কালো বল পাওয়ার ঘটনা correctly model করেনি। Crux: একবারে দুই কালো 1/5; দুবারের জন্য replacement থাকলে 1/25, replacement না থাকলে 1/39।","$\frac{1}{25}$, $\frac{1}{39}$"
